Date,Metric,App,Category,Platform,Value
2/6/14,DAU,Zuber,Services,Android,3196556
2/6/14,DAU,Carry,Services,Android,477985
2/6/14,D1 Retention,CandyBash,Games,iOS,75.4%
2/6/14,D1 Retention,Words With Enemies,Games,iOS,68.2%
2/6/14,D1 Retention,Crappy Birds,Games,iOS,14.1%
2/6/14,D1 Retention,Zuber,Services,iOS,39.5%
2/6/14,D1 Retention,Carry,Services,iOS,27.4%
2/6/14,D1 Retention,CandyBash,Games,Android,77.6%
2/6/14,D1 Retention,Words With Enemies,Games,Android,70.2%
2/6/14,D1 Retention,Crappy Birds,Games,Android,13.4%
2/6/14,D1 Retention,Zuber,Services,Android,40.7%
2/6/14,D1 Retention,Carry,Services,Android,28.5%
2/7/14,DAU,CandyBash,Games,iOS,31764034
2/7/14,DAU,Words With Enemies,Games,iOS,24737296
2/7/14,DAU,Crappy Birds,Games,iOS,21265
2/7/14,DAU,Zuber,Services,iOS,4727874
2/7/14,DAU,Carry,Services,iOS,734789
2/7/14,DAU,CandyBash,Games,Android,22234824
2/7/14,DAU,Words With Enemies,Games,Android,15161568
2/7/14,DAU,Crappy Birds,Games,Android,14642
2/7/14,DAU,Zuber,Services,Android,3230714
2/7/14,DAU,Carry,Services,Android,457737
2/7/14,D1 Retention,CandyBash,Games,iOS,74.5%
2/7/14,D1 Retention,Words With Enemies,Games,iOS,68.2%
2/7/14,D1 Retention,Crappy Birds,Games,iOS,13.6%
2/7/14,D1 Retention,Zuber,Services,iOS,39.7%
2/7/14,D1 Retention,Carry,Services,iOS,27.2%
2/7/14,D1 Retention,CandyBash,Games,Android,73.0%
2/7/14,D1 Retention,Words With Enemies,Games,Android,66.8%
2/7/14,D1 Retention,Crappy Birds,Games,Android,14.0%
2/7/14,D1 Retention,Zuber,Services,Android,39.7%
2/7/14,D1 Retention,Carry,Services,Android,27.5%
2/8/14,DAU,CandyBash,Games,iOS,30648070
2/8/14,DAU,Words With Enemies,Games,iOS,24765459
2/8/14,DAU,Crappy Birds,Games,iOS,20903
2/8/14,DAU,Zuber,Services,iOS,4668649
2/8/14,DAU,Carry,Services,iOS,734320
2/8/14,DAU,CandyBash,Games,Android,20608185
2/8/14,DAU,Words With Enemies,Games,Android,16377158
2/8/14,DAU,Crappy Birds,Games,Android,14632
2/8/14,DAU,Zuber,Services,Android,3244316
2/8/14,DAU,Carry,Services,Android,469484
2/8/14,D1 Retention,CandyBash,Games,iOS,73.7%
2/8/14,D1 Retention,Words With Enemies,Games,iOS,67.8%
2/8/14,D1 Retention,Crappy Birds,Games,iOS,13.4%
2/8/14,D1 Retention,Zuber,Services,iOS,40.2%
2/8/14,D1 Retention,Carry,Services,iOS,27.1%
2/8/14,D1 Retention,CandyBash,Games,Android,75.9%
2/8/14,D1 Retention,Words With Enemies,Games,Android,67.8%
2/8/14,D1 Retention,Crappy Birds,Games,Android,13.4%
2/8/14,D1 Retention,Zuber,Services,Android,38.6%
2/8/14,D1 Retention,Carry,Services,Android,27.1%
2/9/14,DAU,CandyBash,Games,iOS,30657635
2/9/14,DAU,Words With Enemies,Games,iOS,24396417
2/9/14,DAU,Crappy Birds,Games,iOS,21482
2/9/14,DAU,Zuber,Services,iOS,4769373
2/9/14,DAU,Carry,Services,iOS,714691
2/9/14,DAU,CandyBash,Games,Android,20614616
2/9/14,DAU,Words With Enemies,Games,Android,15597709
2/9/14,DAU,Crappy Birds,Games,Android,13513
2/9/14,DAU,Zuber,Services,Android,3338561
2/9/14,DAU,Carry,Services,Android,496649
2/9/14,D1 Retention,CandyBash,Games,iOS,72.9%
2/9/14,D1 Retention,Words With Enemies,Games,iOS,67.3%
2/9/14,D1 Retention,Crappy Birds,Games,iOS,13.7%
2/9/14,D1 Retention,Zuber,Services,iOS,40.0%
2/9/14,D1 Retention,Carry,Services,iOS,26.8%
2/9/14,D1 Retention,CandyBash,Games,Android,70.0%
2/9/14,D1 Retention,Words With Enemies,Games,Android,70.7%
2/9/14,D1 Retention,Crappy Birds,Games,Android,14.3%
2/9/14,D1 Retention,Zuber,Services,Android,39.6%
2/9/14,D1 Retention,Carry,Services,Android,27.3%
2/10/14,DAU,CandyBash,Games,iOS,32237678
2/10/14,DAU,Words With Enemies,Games,iOS,24022753
2/10/14,DAU,Crappy Birds,Games,iOS,20257
2/10/14,DAU,Zuber,Services,iOS,4658482
2/10/14,DAU,Carry,Services,iOS,729070
2/10/14,DAU,CandyBash,Games,Android,22196434
2/10/14,DAU,Words With Enemies,Games,Android,15214410
2/10/14,DAU,Crappy Birds,Games,Android,14320
2/10/14,DAU,Zuber,Services,Android,3293065
2/10/14,DAU,Carry,Services,Android,486047
2/10/14,D1 Retention,CandyBash,Games,iOS,72.6%
2/10/14,D1 Retention,Words With Enemies,Games,iOS,67.2%
2/10/14,D1 Retention,Crappy Birds,Games,iOS,13.3%
2/10/14,D1 Retention,Zuber,Services,iOS,39.7%
2/10/14,D1 Retention,Carry,Services,iOS,26.8%
2/10/14,D1 Retention,CandyBash,Games,Android,74.7%
2/10/14,D1 Retention,Words With Enemies,Games,Android,64.5%
2/10/14,D1 Retention,Crappy Birds,Games,Android,13.1%
2/10/14,D1 Retention,Zuber,Services,Android,40.9%
2/10/14,D1 Retention,Carry,Services,Android,25.5%
2/11/14,DAU,CandyBash,Games,iOS,32251738
2/11/14,DAU,Words With Enemies,Games,iOS,24049585
2/11/14,DAU,Crappy Birds,Games,iOS,20692
2/11/14,DAU,Zuber,Services,iOS,4897286
2/11/14,DAU,Carry,Services,iOS,755456
2/11/14,DAU,CandyBash,Games,Android,22206115
2/11/14,DAU,Words With Enemies,Games,Android,15632230
2/11/14,DAU,Crappy Birds,Games,Android,14730
2/11/14,DAU,Zuber,Services,Android,3131051
2/11/14,DAU,Carry,Services,Android,499576
2/11/14,D1 Retention,CandyBash,Games,iOS,72.2%
2/11/14,D1 Retention,Words With Enemies,Games,iOS,67.1%
2/11/14,D1 Retention,Crappy Birds,Games,iOS,13.3%
2/11/14,D1 Retention,Zuber,Services,iOS,39.7%
2/11/14,D1 Retention,Carry,Services,iOS,27.1%
2/11/14,D1 Retention,CandyBash,Games,Android,69.3%
2/11/14,D1 Retention,Words With Enemies,Games,Android,69.1%
2/11/14,D1 Retention,Crappy Birds,Games,Android,13.9%
2/11/14,D1 Retention,Zuber,Services,Android,38.9%
2/11/14,D1 Retention,Carry,Services,Android,27.3%
2/12/14,DAU,CandyBash,Games,iOS,32216997
2/12/14,DAU,Words With Enemies,Games,iOS,24466425
2/12/14,DAU,Crappy Birds,Games,iOS,21330
2/12/14,DAU,Zuber,Services,iOS,4986051
2/12/14,DAU,Carry,Services,iOS,736061
2/12/14,DAU,CandyBash,Games,Android,20069605
2/12/14,DAU,Words With Enemies,Games,Android,15642468
2/12/14,DAU,Crappy Birds,Games,Android,14931
2/12/14,DAU,Zuber,Services,Android,3136387
2/12/14,DAU,Carry,Services,Android,515243
2/12/14,D1 Retention,CandyBash,Games,iOS,72.4%
2/12/14,D1 Retention,Words With Enemies,Games,iOS,66.7%
2/12/14,D1 Retention,Crappy Birds,Games,iOS,13.7%
2/12/14,D1 Retention,Zuber,Services,iOS,39.2%
2/12/14,D1 Retention,Carry,Services,iOS,26.9%
2/12/14,D1 Retention,CandyBash,Games,Android,70.2%
2/12/14,D1 Retention,Words With Enemies,Games,Android,68.0%
2/12/14,D1 Retention,Crappy Birds,Games,Android,13.4%
2/12/14,D1 Retention,Zuber,Services,Android,40.0%
2/12/14,D1 Retention,Carry,Services,Android,26.1%
2/13/14,DAU,CandyBash,Games,iOS,32214238
2/13/14,DAU,Words With Enemies,Games,iOS,24069191
2/13/14,DAU,Crappy Birds,Games,iOS,21250
2/13/14,DAU,Zuber,Services,iOS,4881070
2/13/14,DAU,Carry,Services,iOS,711977
2/13/14,DAU,CandyBash,Games,Android,21652193
2/13/14,DAU,Words With Enemies,Games,Android,15243821
2/13/14,DAU,Crappy Birds,Games,Android,15127
2/13/14,DAU,Zuber,Services,Android,3335398
2/13/14,DAU,Carry,Services,Android,515569
2/13/14,D1 Retention,CandyBash,Games,iOS,71.9%
2/13/14,D1 Retention,Words With Enemies,Games,iOS,66.4%
2/13/14,D1 Retention,Crappy Birds,Games,iOS,14.2%
2/13/14,D1 Retention,Zuber,Services,iOS,39.6%
2/13/14,D1 Retention,Carry,Services,iOS,27.2%
2/13/14,D1 Retention,CandyBash,Games,Android,75.5%
2/13/14,D1 Retention,Words With Enemies,Games,Android,69.7%
2/13/14,D1 Retention,Crappy Birds,Games,Android,14.6%
2/13/14,D1 Retention,Zuber,Services,Android,38.8%
2/13/14,D1 Retention,Carry,Services,Android,26.3%
2/14/14,DAU,CandyBash,Games,iOS,31162413
2/14/14,DAU,Words With Enemies,Games,iOS,23270871
2/14/14,DAU,Crappy Birds,Games,iOS,21864
2/14/14,DAU,Zuber,Services,iOS,5044637
2/14/14,DAU,Carry,Services,iOS,740514
2/14/14,DAU,CandyBash,Games,Android,21127060
2/14/14,DAU,Words With Enemies,Games,Android,15246433
2/14/14,DAU,Crappy Birds,Games,Android,15054
2/14/14,DAU,Zuber,Services,Android,3417335
2/14/14,DAU,Carry,Services,Android,518360
2/14/14,D1 Retention,CandyBash,Games,iOS,72.2%
2/14/14,D1 Retention,Words With Enemies,Games,iOS,66.2%
2/14/14,D1 Retention,Crappy Birds,Games,iOS,14.1%
2/14/14,D1 Retention,Zuber,Services,iOS,39.2%
2/14/14,D1 Retention,Carry,Services,iOS,26.7%
2/14/14,D1 Retention,CandyBash,Games,Android,70.8%
2/14/14,D1 Retention,Words With Enemies,Games,Android,65.6%
2/14/14,D1 Retention,Crappy Birds,Games,Android,14.6%
2/14/14,D1 Retention,Zuber,Services,Android,37.6%
2/14/14,D1 Retention,Carry,Services,Android,25.9%
2/15/14,DAU,CandyBash,Games,iOS,30591124
2/15/14,DAU,Words With Enemies,Games,iOS,24489490
2/15/14,DAU,Crappy Birds,Games,iOS,20912
2/15/14,DAU,Zuber,Services,iOS,5066363
2/15/14,DAU,Carry,Services,iOS,732435
2/15/14,DAU,CandyBash,Games,Android,21624760
2/15/14,DAU,Words With Enemies,Games,Android,16058682
2/15/14,DAU,Crappy Birds,Games,Android,14422
2/15/14,DAU,Zuber,Services,Android,3432052
2/15/14,DAU,Carry,Services,Android,484152
2/15/14,D1 Retention,CandyBash,Games,iOS,72.1%
2/15/14,D1 Retention,Words With Enemies,Games,iOS,66.7%
2/15/14,D1 Retention,Crappy Birds,Games,iOS,14.2%
2/15/14,D1 Retention,Zuber,Services,iOS,39.0%
2/15/14,D1 Retention,Carry,Services,iOS,27.0%
2/15/14,D1 Retention,CandyBash,Games,Android,69.2%
2/15/14,D1 Retention,Words With Enemies,Games,Android,66.7%
2/15/14,D1 Retention,Crappy Birds,Games,Android,14.7%
2/15/14,D1 Retention,Zuber,Services,Android,38.2%
2/15/14,D1 Retention,Carry,Services,Android,26.7%
2/16/14,DAU,CandyBash,Games,iOS,32691135
2/16/14,DAU,Words With Enemies,Games,iOS,24852167
2/16/14,DAU,Crappy Birds,Games,iOS,21659
2/16/14,DAU,Zuber,Services,iOS,4967374
2/16/14,DAU,Carry,Services,iOS,773857
2/16/14,DAU,CandyBash,Games,Android,21618331
2/16/14,DAU,Words With Enemies,Games,Android,15231973
2/16/14,DAU,Crappy Birds,Games,Android,14440
2/16/14,DAU,Zuber,Services,Android,3311582
2/16/14,DAU,Carry,Services,Android,474300
2/16/14,D1 Retention,CandyBash,Games,iOS,73.0%
2/16/14,D1 Retention,Words With Enemies,Games,iOS,66.7%
2/16/14,D1 Retention,Crappy Birds,Games,iOS,13.9%
2/16/14,D1 Retention,Zuber,Services,iOS,39.0%
2/16/14,D1 Retention,Carry,Services,iOS,27.3%
2/16/14,D1 Retention,CandyBash,Games,Android,76.6%
2/16/14,D1 Retention,Words With Enemies,Games,Android,66.7%
2/16/14,D1 Retention,Crappy Birds,Games,Android,13.2%
2/16/14,D1 Retention,Zuber,Services,Android,39.4%
2/16/14,D1 Retention,Carry,Services,Android,27.9%
2/17/14,DAU,CandyBash,Games,iOS,30572081
2/17/14,DAU,Words With Enemies,Games,iOS,23674388
2/17/14,DAU,Crappy Birds,Games,iOS,21694
2/17/14,DAU,Zuber,Services,iOS,5196198
2/17/14,DAU,Carry,Services,iOS,741732
2/17/14,DAU,CandyBash,Games,Android,22138403
2/17/14,DAU,Words With Enemies,Games,Android,16050432
2/17/14,DAU,Crappy Birds,Games,Android,13739
2/17/14,DAU,Zuber,Services,Android,3436195
2/17/14,DAU,Carry,Services,Android,490297
2/17/14,D1 Retention,CandyBash,Games,iOS,72.3%
2/17/14,D1 Retention,Words With Enemies,Games,iOS,67.0%
2/17/14,D1 Retention,Crappy Birds,Games,iOS,14.0%
2/17/14,D1 Retention,Zuber,Services,iOS,38.8%
2/17/14,D1 Retention,Carry,Services,iOS,27.5%
2/17/14,D1 Retention,CandyBash,Games,Android,75.2%
2/17/14,D1 Retention,Words With Enemies,Games,Android,67.0%
2/17/14,D1 Retention,Crappy Birds,Games,Android,14.1%
2/17/14,D1 Retention,Zuber,Services,Android,37.2%
2/17/14,D1 Retention,Carry,Services,Android,28.6%
2/18/14,DAU,CandyBash,Games,iOS,32683921
2/18/14,DAU,Words With Enemies,Games,iOS,23290898
2/18/14,DAU,Crappy Birds,Games,iOS,21045
2/18/14,DAU,Zuber,Services,iOS,4984396
2/18/14,DAU,Carry,Services,iOS,757561
2/18/14,DAU,CandyBash,Games,Android,20559241
2/18/14,DAU,Words With Enemies,Games,Android,15661121
2/18/14,DAU,Crappy Birds,Games,Android,14514
2/18/14,DAU,Zuber,Services,Android,3548214
2/18/14,DAU,Carry,Services,Android,530292
2/18/14,D1 Retention,CandyBash,Games,iOS,72.0%
2/18/14,D1 Retention,Words With Enemies,Games,iOS,66.6%
2/18/14,D1 Retention,Crappy Birds,Games,iOS,13.5%
2/18/14,D1 Retention,Zuber,Services,iOS,38.6%
2/18/14,D1 Retention,Carry,Services,iOS,27.3%
2/18/14,D1 Retention,CandyBash,Games,Android,75.6%
2/18/14,D1 Retention,Words With Enemies,Games,Android,68.6%
2/18/14,D1 Retention,Crappy Birds,Games,Android,14.2%
2/18/14,D1 Retention,Zuber,Services,Android,37.0%
2/18/14,D1 Retention,Carry,Services,Android,27.6%
2/19/14,DAU,CandyBash,Games,iOS,31640770
2/19/14,DAU,Words With Enemies,Games,iOS,23676151
2/19/14,DAU,Crappy Birds,Games,iOS,21445
2/19/14,DAU,Zuber,Services,iOS,5213336
2/19/14,DAU,Carry,Services,iOS,733808
2/19/14,DAU,CandyBash,Games,Android,20039154
2/19/14,DAU,Words With Enemies,Games,Android,15650337
2/19/14,DAU,Crappy Birds,Games,Android,14539
2/19/14,DAU,Zuber,Services,Android,3247652
2/19/14,DAU,Carry,Services,Android,493423
2/19/14,D1 Retention,CandyBash,Games,iOS,72.8%
2/19/14,D1 Retention,Words With Enemies,Games,iOS,66.5%
2/19/14,D1 Retention,Crappy Birds,Games,iOS,13.9%
2/19/14,D1 Retention,Zuber,Services,iOS,38.1%
2/19/14,D1 Retention,Carry,Services,iOS,27.5%
2/19/14,D1 Retention,CandyBash,Games,Android,73.5%
2/19/14,D1 Retention,Words With Enemies,Games,Android,63.9%
2/19/14,D1 Retention,Crappy Birds,Games,Android,14.6%
2/19/14,D1 Retention,Zuber,Services,Android,39.7%
2/19/14,D1 Retention,Carry,Services,Android,28.0%
2/20/14,DAU,CandyBash,Games,iOS,31117292
2/20/14,DAU,Words With Enemies,Games,iOS,24459196
2/20/14,DAU,Crappy Birds,Games,iOS,21218
2/20/14,DAU,Zuber,Services,iOS,5274484
2/20/14,DAU,Carry,Services,iOS,751752
2/20/14,DAU,CandyBash,Games,Android,22151293
2/20/14,DAU,Words With Enemies,Games,Android,15236876
2/20/14,DAU,Crappy Birds,Games,Android,14999
2/20/14,DAU,Zuber,Services,Android,3317821
2/20/14,DAU,Carry,Services,Android,509662
2/20/14,D1 Retention,CandyBash,Games,iOS,72.5%
2/20/14,D1 Retention,Words With Enemies,Games,iOS,66.8%
2/20/14,D1 Retention,Crappy Birds,Games,iOS,13.9%
2/20/14,D1 Retention,Zuber,Services,iOS,38.4%
2/20/14,D1 Retention,Carry,Services,iOS,27.5%
2/20/14,D1 Retention,CandyBash,Games,Android,69.6%
2/20/14,D1 Retention,Words With Enemies,Games,Android,67.4%
2/20/14,D1 Retention,Crappy Birds,Games,Android,13.9%
2/20/14,D1 Retention,Zuber,Services,Android,38.4%
2/20/14,D1 Retention,Carry,Services,Android,27.2%
2/21/14,DAU,CandyBash,Games,iOS,32144355
2/21/14,DAU,Words With Enemies,Games,iOS,24436155
2/21/14,DAU,Crappy Birds,Games,iOS,21822
2/21/14,DAU,Zuber,Services,iOS,5212490
2/21/14,DAU,Carry,Services,iOS,794643
2/21/14,DAU,CandyBash,Games,Android,21078266
2/21/14,DAU,Words With Enemies,Games,Android,15623116
2/21/14,DAU,Crappy Birds,Games,Android,15165
2/21/14,DAU,Zuber,Services,Android,3332576
2/21/14,DAU,Carry,Services,Android,512673
2/21/14,D1 Retention,CandyBash,Games,iOS,72.1%
2/21/14,D1 Retention,Words With Enemies,Games,iOS,67.3%
2/21/14,D1 Retention,Crappy Birds,Games,iOS,13.6%
2/21/14,D1 Retention,Zuber,Services,iOS,38.5%
2/21/14,D1 Retention,Carry,Services,iOS,27.9%
2/21/14,D1 Retention,CandyBash,Games,Android,71.3%
2/21/14,D1 Retention,Words With Enemies,Games,Android,68.6%
2/21/14,D1 Retention,Crappy Birds,Games,Android,14.1%
2/21/14,D1 Retention,Zuber,Services,Android,37.3%
2/21/14,D1 Retention,Carry,Services,Android,27.9%
2/22/14,DAU,CandyBash,Games,iOS,31032395
2/22/14,DAU,Words With Enemies,Games,iOS,24003778
2/22/14,DAU,Crappy Birds,Games,iOS,22859
2/22/14,DAU,Zuber,Services,iOS,4993507
2/22/14,DAU,Carry,Services,iOS,783887
2/22/14,DAU,CandyBash,Games,Android,21564884
2/22/14,DAU,Words With Enemies,Games,Android,16002519
2/22/14,DAU,Crappy Birds,Games,Android,14989
2/22/14,DAU,Zuber,Services,Android,3271608
2/22/14,DAU,Carry,Services,Android,501174
2/22/14,D1 Retention,CandyBash,Games,iOS,72.8%
2/22/14,D1 Retention,Words With Enemies,Games,iOS,67.4%
2/22/14,D1 Retention,Crappy Birds,Games,iOS,13.8%
2/22/14,D1 Retention,Zuber,Services,iOS,38.7%
2/22/14,D1 Retention,Carry,Services,iOS,28.1%
2/22/14,D1 Retention,CandyBash,Games,Android,69.9%
2/22/14,D1 Retention,Words With Enemies,Games,Android,67.4%
2/22/14,D1 Retention,Crappy Birds,Games,Android,13.3%
2/22/14,D1 Retention,Zuber,Services,Android,38.0%
2/22/14,D1 Retention,Carry,Services,Android,28.7%
2/23/14,DAU,CandyBash,Games,iOS,31576952
2/23/14,DAU,Words With Enemies,Games,iOS,23195065
2/23/14,DAU,Crappy Birds,Games,iOS,23292
2/23/14,DAU,Zuber,Services,iOS,5335149
2/23/14,DAU,Carry,Services,iOS,772714
2/23/14,DAU,CandyBash,Games,Android,19998737
2/23/14,DAU,Words With Enemies,Games,Android,15996597
2/23/14,DAU,Crappy Birds,Games,Android,15027
2/23/14,DAU,Zuber,Services,Android,3614133
2/23/14,DAU,Carry,Services,Android,540900
2/23/14,D1 Retention,CandyBash,Games,iOS,72.2%
2/23/14,D1 Retention,Words With Enemies,Games,iOS,67.0%
2/23/14,D1 Retention,Crappy Birds,Games,iOS,14.0%
2/23/14,D1 Retention,Zuber,Services,iOS,38.4%
2/23/14,D1 Retention,Carry,Services,iOS,27.9%
2/23/14,D1 Retention,CandyBash,Games,Android,75.8%
2/23/14,D1 Retention,Words With Enemies,Games,Android,66.3%
2/23/14,D1 Retention,Crappy Birds,Games,Android,14.7%
2/23/14,D1 Retention,Zuber,Services,Android,39.6%
2/23/14,D1 Retention,Carry,Services,Android,28.7%
2/24/14,DAU,CandyBash,Games,iOS,31050626
2/24/14,DAU,Words With Enemies,Games,iOS,23616012
2/24/14,DAU,Crappy Birds,Games,iOS,23590
2/24/14,DAU,Zuber,Services,iOS,5285052
2/24/14,DAU,Carry,Services,iOS,764649
2/24/14,DAU,CandyBash,Games,Android,19998708
2/24/14,DAU,Words With Enemies,Games,Android,16411127
2/24/14,DAU,Crappy Birds,Games,Android,14458
2/24/14,DAU,Zuber,Services,Android,3552248
2/24/14,DAU,Carry,Services,Android,505446
2/24/14,D1 Retention,CandyBash,Games,iOS,71.3%
2/24/14,D1 Retention,Words With Enemies,Games,iOS,67.0%
2/24/14,D1 Retention,Crappy Birds,Games,iOS,14.1%
2/24/14,D1 Retention,Zuber,Services,iOS,38.3%
2/24/14,D1 Retention,Carry,Services,iOS,27.7%
2/24/14,D1 Retention,CandyBash,Games,Android,70.6%
2/24/14,D1 Retention,Words With Enemies,Games,Android,64.3%
2/24/14,D1 Retention,Crappy Birds,Games,Android,14.6%
2/24/14,D1 Retention,Zuber,Services,Android,39.5%
2/24/14,D1 Retention,Carry,Services,Android,27.5%
2/25/14,DAU,CandyBash,Games,iOS,30535059
2/25/14,DAU,Words With Enemies,Games,iOS,24413183
2/25/14,DAU,Crappy Birds,Games,iOS,23083
2/25/14,DAU,Zuber,Services,iOS,5226097
2/25/14,DAU,Carry,Services,iOS,752357
2/25/14,DAU,CandyBash,Games,Android,20005728
2/25/14,DAU,Words With Enemies,Games,Android,16008645
2/25/14,DAU,Crappy Birds,Games,Android,14619
2/25/14,DAU,Zuber,Services,Android,3309862
2/25/14,DAU,Carry,Services,Android,492923
2/25/14,D1 Retention,CandyBash,Games,iOS,70.8%
2/25/14,D1 Retention,Words With Enemies,Games,iOS,67.1%
2/25/14,D1 Retention,Crappy Birds,Games,iOS,13.6%
2/25/14,D1 Retention,Zuber,Services,iOS,38.5%
2/25/14,D1 Retention,Carry,Services,iOS,27.5%
2/25/14,D1 Retention,CandyBash,Games,Android,74.4%
2/25/14,D1 Retention,Words With Enemies,Games,Android,65.8%
2/25/14,D1 Retention,Crappy Birds,Games,Android,14.1%
2/25/14,D1 Retention,Zuber,Services,Android,38.9%
2/25/14,D1 Retention,Carry,Services,Android,27.2%
2/26/14,DAU,CandyBash,Games,iOS,31580628
2/26/14,DAU,Words With Enemies,Games,iOS,24811069
2/26/14,DAU,Crappy Birds,Games,iOS,22210
2/26/14,DAU,Zuber,Services,iOS,5431447
2/26/14,DAU,Carry,Services,iOS,766941
2/26/14,DAU,CandyBash,Games,Android,21053752
2/26/14,DAU,Words With Enemies,Games,Android,15606963
2/26/14,DAU,Crappy Birds,Games,Android,14934
2/26/14,DAU,Zuber,Services,Android,3591764
2/26/14,DAU,Carry,Services,Android,506961
2/26/14,D1 Retention,CandyBash,Games,iOS,70.9%
2/26/14,D1 Retention,Words With Enemies,Games,iOS,67.1%
2/26/14,D1 Retention,Crappy Birds,Games,iOS,14.0%
2/26/14,D1 Retention,Zuber,Services,iOS,38.1%
2/26/14,D1 Retention,Carry,Services,iOS,27.0%
2/26/14,D1 Retention,CandyBash,Games,Android,73.0%
2/26/14,D1 Retention,Words With Enemies,Games,Android,67.1%
2/26/14,D1 Retention,Crappy Birds,Games,Android,13.4%
2/26/14,D1 Retention,Zuber,Services,Android,39.2%
2/26/14,D1 Retention,Carry,Services,Android,27.6%
2/27/14,DAU,CandyBash,Games,iOS,32137213
2/27/14,DAU,Words With Enemies,Games,iOS,24814625
2/27/14,DAU,Crappy Birds,Games,iOS,22123
2/27/14,DAU,Zuber,Services,iOS,5419680
2/27/14,DAU,Carry,Services,iOS,784286
2/27/14,DAU,CandyBash,Games,Android,20546742
2/27/14,DAU,Words With Enemies,Games,Android,15609199
2/27/14,DAU,Crappy Birds,Games,Android,14494
2/27/14,DAU,Zuber,Services,Android,3671396
2/27/14,DAU,Carry,Services,Android,522858
2/27/14,D1 Retention,CandyBash,Games,iOS,71.9%
2/27/14,D1 Retention,Words With Enemies,Games,iOS,66.8%
2/27/14,D1 Retention,Crappy Birds,Games,iOS,13.8%
2/27/14,D1 Retention,Zuber,Services,iOS,38.1%
2/27/14,D1 Retention,Carry,Services,iOS,27.2%
2/27/14,D1 Retention,CandyBash,Games,Android,75.5%
2/27/14,D1 Retention,Words With Enemies,Games,Android,70.2%
2/27/14,D1 Retention,Crappy Birds,Games,Android,14.4%
2/27/14,D1 Retention,Zuber,Services,Android,38.9%
2/27/14,D1 Retention,Carry,Services,Android,25.8%
2/28/14,DAU,CandyBash,Games,iOS,31093562
2/28/14,DAU,Words With Enemies,Games,iOS,23637972
2/28/14,DAU,Crappy Birds,Games,iOS,22667
2/28/14,DAU,Zuber,Services,iOS,5478621
2/28/14,DAU,Carry,Services,iOS,774741
2/28/14,DAU,CandyBash,Games,Android,21607390
2/28/14,DAU,Words With Enemies,Games,Android,16426388
2/28/14,DAU,Crappy Birds,Games,Android,14983
2/28/14,DAU,Zuber,Services,Android,3534594
2/28/14,DAU,Carry,Services,Android,512117
2/28/14,D1 Retention,CandyBash,Games,iOS,72.3%
2/28/14,D1 Retention,Words With Enemies,Games,iOS,66.8%
2/28/14,D1 Retention,Crappy Birds,Games,iOS,13.4%
2/28/14,D1 Retention,Zuber,Services,iOS,38.2%
2/28/14,D1 Retention,Carry,Services,iOS,26.9%
2/28/14,D1 Retention,CandyBash,Games,Android,72.3%
2/28/14,D1 Retention,Words With Enemies,Games,Android,68.1%
2/28/14,D1 Retention,Crappy Birds,Games,Android,13.2%
2/28/14,D1 Retention,Zuber,Services,Android,36.2%
2/28/14,D1 Retention,Carry,Services,Android,25.6%
3/1/14,DAU,CandyBash,Games,iOS,32700057
3/1/14,DAU,Words With Enemies,Games,iOS,23221011
3/1/14,DAU,Crappy Birds,Games,iOS,22270
3/1/14,DAU,Zuber,Services,iOS,5280967
3/1/14,DAU,Carry,Services,iOS,762161
3/1/14,DAU,CandyBash,Games,Android,20041970
3/1/14,DAU,Words With Enemies,Games,Android,15213766
3/1/14,DAU,Crappy Birds,Games,Android,15358
3/1/14,DAU,Zuber,Services,Android,3580316
3/1/14,DAU,Carry,Services,Android,538769
3/1/14,D1 Retention,CandyBash,Games,iOS,71.7%
3/1/14,D1 Retention,Words With Enemies,Games,iOS,67.0%
3/1/14,D1 Retention,Crappy Birds,Games,iOS,13.2%
3/1/14,D1 Retention,Zuber,Services,iOS,38.6%
3/1/14,D1 Retention,Carry,Services,iOS,27.4%
3/1/14,D1 Retention,CandyBash,Games,Android,68.8%
3/1/14,D1 Retention,Words With Enemies,Games,Android,70.3%
3/1/14,D1 Retention,Crappy Birds,Games,Android,13.8%
3/1/14,D1 Retention,Zuber,Services,Android,37.5%
3/1/14,D1 Retention,Carry,Services,Android,28.5%
3/2/14,DAU,CandyBash,Games,iOS,32120103
3/2/14,DAU,Words With Enemies,Games,iOS,24828338
3/2/14,DAU,Crappy Birds,Games,iOS,23307
3/2/14,DAU,Zuber,Services,iOS,5547459
3/2/14,DAU,Carry,Services,iOS,817376
3/2/14,DAU,CandyBash,Games,Android,21588921
3/2/14,DAU,Words With Enemies,Games,Android,16018282
3/2/14,DAU,Crappy Birds,Games,Android,14902
3/2/14,DAU,Zuber,Services,Android,3489530
3/2/14,DAU,Carry,Services,Android,500972
3/2/14,D1 Retention,CandyBash,Games,iOS,70.9%
3/2/14,D1 Retention,Words With Enemies,Games,iOS,67.4%
3/2/14,D1 Retention,Crappy Birds,Games,iOS,12.7%
3/2/14,D1 Retention,Zuber,Services,iOS,39.0%
3/2/14,D1 Retention,Carry,Services,iOS,27.7%
3/2/14,D1 Retention,CandyBash,Games,Android,74.5%
3/2/14,D1 Retention,Words With Enemies,Games,Android,65.4%
3/2/14,D1 Retention,Crappy Birds,Games,Android,13.1%
